      t         y1        y2      check
  97.100001082.11693  22.096141171465.28514
  97.150001083.22174-146.984631194973.80783
  97.200001075.87250-316.238021257508.13145
  97.250001060.06060-484.343101358316.72132
  97.300001035.84345-649.977571495442.49037
  97.350001003.34457-811.828111665765.20352
  97.40000 962.75316-968.600701865080.96684
  97.45000 914.32313-1119.030882088216.89436
  97.50000 858.37158-1261.893872329177.91398
  97.55000 795.27689-1396.014432581321.61993
  97.60000 725.47617-1520.276442837556.13702
  97.65000 649.46235-1633.632093090555.16220
  97.70000 567.78074-1735.110593332983.71975
  97.75000 481.02521-1823.826333557727.72953
  97.80000 389.83390-1898.986523758120.26008
  97.85000 294.88457-1959.898063928157.33031
  97.90000 196.88967-2005.973784062696.33900
  97.95000  96.59098-2036.737794157630.63639
  98.00000  -5.24591-2051.830134210034.39776
  98.05000-107.83742-2051.010464218272.79692
  98.10000-210.38794-2034.160864182073.48575
  98.15000-312.09598-2001.287744102556.53464
  98.20000-412.16037-1952.522753982221.24490
  98.25000-509.78651-1888.122693824889.56938
  98.30000-604.19264-1808.468553635607.23243
  98.35000-694.61607-1714.063453420504.98156
  98.40000-780.31924-1605.529693186623.68977
  98.45000-860.59573-1483.604802941708.21788
  98.50000-934.77597-1349.136722693976.00104
  98.55000-1002.23280-1203.077982451867.20893
  98.60000-1062.38670-1046.479102223784.01313
  98.65000-1114.71066-880.481182017826.95486
  98.70000-1158.73471-706.307641841536.62197
  98.75000-1194.05010-525.255341701648.80703
  98.80000-1220.31286-338.685011603871.02406
  98.85000-1237.24711-148.011131552687.71660
  98.90000-1244.64767  45.308731551200.70615
  98.95000-1242.38223 239.784931601010.42964
  99.00000-1230.39299 433.907161702142.32417
  99.05000-1208.69763 626.156061853021.37235
  99.10000-1177.38983 815.015062050496.36055
  99.15000-1136.63907 998.982232289913.87038
  99.20000-1086.689961176.582082565240.46683
  99.25000-1027.860861346.377392869230.01307
  99.30000-960.541991506.980653193631.58118
  99.35000-885.192961657.065333529432.08559
  99.40000-802.339691795.376733867126.58677
  99.45000-712.570851920.742314197008.23580
  99.50000-616.533742032.081504509469.08938
  99.55000-514.929662128.414904795302.54700
  99.60000-408.508922208.872665045997.96613
  99.65000-298.065282272.702185254018.10792
  99.70000-184.430182319.274885413050.45710
  99.75000 -68.466432348.092095518224.13711
  99.80000  48.938172358.789975566285.08905
  99.85000 166.877672351.143395555723.37456
  99.90000 284.434842325.068755486847.86586
  99.95000 400.688282280.625815361805.15895
 100.00000 514.719572218.018265184541.24283
